Name,Set,Imagefile,Color,Rarity,Cost,Class,Type,Range,Attack,Support,Skill1,Skill2,Skill3,Skill4
"Kurthnaga, Prince of Goldoa+",B05,B05-098Rplus_SAMPLE.png,Green,R+,4,Dragon Prince,Male/Fang/Flier/Dragon,1-2,60,20,"Successor of the Dragon King |AUTO| When this unit's attack destroys an enemy, choose 1 <Fang> ally. You may choose 1 card with the same Unit Name as that ally from your Retreat Area, and place it on top of that ally to Level Up them.",[LvS3] Black Dragon Breath |ACT| [Flip 2 Bonds face-down] Destroy all non-Main Character enemies. ([LvS3] becomes usable if a total of 3 or more cards are stacked with this unit.),-,-
"Emma, Finally, a Dragon!",B05,B05-099HN_SAMPLE.png,Green,HN,3(2),Wyvern Lord,Female/Axe/Flier/Dragon,1,50,30,"Let's go enthusiastically! |AUTO| When this card is deployed, you may choose 1 other ally, and move them.","You won't have it your way! |SPEC| When this card is discarded from your hand by the effect of an enemy's skill or their support skill, you may deploy this card. This skill is only usable if you have 1 or more <Green> Bond cards.",-,-
"Shade, Black Bishop in White",B05,B05-100N_SAMPLE.png,Green,N,3(2),Bishop,Female/Tome,1-2,50,20,"Time for a short break |AUTO| [Tap This Unit, Flip 2 Bonds face-down] When this unit is deployed, you may pay the cost and if you do: Choose 1 non-""Shade"" card from your Retreat Area, and add it to your hand.",-,-,-
"Sigurd, The Warrior of Light's Heir",B06,B06-001SR_SAMPLE.png,Yellow,SR,5(4),Knight Lord,Male/Sword/Beast,1,70,20,"Darkness-Illuminating Warrior |AUTO| [Once per Turn] [Flip 1 Bond face-down] When an ally performs a Critical Hit, you may pay the cost and if you do: Choose 1 card from your Retreat Area with the same Unit Name as that ally, and place it in your Bond Area.","Sacred Blade: Tyrfing |CONT| If you have 8 or more Bond cards, this unit gains +10 attack and the number of Orbs this unit’s attacks will destroy becomes 2.",-,-
"Sigurd, The Warrior of Light's Heir+",B06,B06-001SRplus_SAMPLE.png,Yellow,SR+,5(4),Knight Lord,Male/Sword/Beast,1,70,20,"Darkness-Illuminating Warrior |AUTO| [Once per Turn] [Flip 1 Bond face-down] When an ally performs a Critical Hit, you may pay the cost and if you do: Choose 1 card from your Retreat Area with the same Unit Name as that ally, and place it in your Bond Area.","Sacred Blade: Tyrfing |CONT| If you have 8 or more Bond cards, this unit gains +10 attack and the number of Orbs this unit’s attacks will destroy becomes 2.",-,-
"Sigurd, Paladin of Grannvale",B06,B06-002N_SAMPLE.png,Yellow,N,3(2),Knight Lord,Male/Sword/Beast,1,60,20,"[BS] Bloodline of Baldr |ACT| [Flip this card face down] Choose 1 allied ""Sigurd"" or ""Seliph"". Until the end of the turn, that unit gains +50 attack. ([BS] can only be used if this card is face-up in the Bond Area.)",-,-,-
"Sigurd, Prince of Chalphy",B06,B06-003HN_SAMPLE.png,Yellow,HN,1,Lord,Male/Sword,1,40,20,[BS] Chalphy's Honor |ACT| Add this card to your hand. ([BS] skills may only be used if this card is in your Bond Area.),-,-,"|ATK SUPP| Fate Emblem: If your attacking unit is <Yellow>, draw 1 card. Then, choose 1 card from your hand and place it on top of your deck."
"Sigurd, Prince of Chalphy+",B06,B06-003STplus_SAMPLE.png,Yellow,ST+,1,Lord,Male/Sword,1,40,20,[BS] Chalphy's Honor |ACT| Add this card to your hand. ([BS] skills may only be used if this card is in your Bond Area.),-,-,"|ATK SUPP| Fate Emblem: If your attacking unit is <Yellow>, draw 1 card. Then, choose 1 card from your hand and place it on top of your deck."
"Deirdre, Maiden of Destiny",B06,B06-004SR_SAMPLE.png,Yellow,SR,4(3),Sage,Female/Tome,1-2,60,20,"Taboo Surpassing Love |AUTO| At the end of your turn, choose 1 of your face-down Bond cards, and flip it face-up","Seal of Naga |CONT| During either player's Beginning Phase, all non-Main Character <Dragonstone> units cannot be untapped.",-,-
"Deirdre, Maiden of Destiny+",B06,B06-004SRplus_SAMPLE.png,Yellow,SR+,4(3),Sage,Female/Tome,1-2,60,20,"Taboo Surpassing Love |AUTO| At the end of your turn, choose 1 of your face-down Bond cards, and flip it face-up","Seal of Naga |CONT| During either player's Beginning Phase, all non-Main Character <Dragonstone> units cannot be untapped.",-,-
"Deirdre, Maiden of the Spirit Forest",B06,B06-005N_SAMPLE.png,Yellow,N,1,Priestess,Female/Tome,1-2,30,20,"Threshold of Fate |AUTO| When this unit is deployed, you may choose 1 card in your Retreat and place it in your Bond Area, if you do: Choose 1 of your face-up Bonds and send it to the Retreat Area.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Quan, Luminous Lancer",B06,B06-006SR_SAMPLE.png,Yellow,SR,4(3),Duke Knight,Male/Lance/Beast,1,70,10,"Aura of Nova |AUTO| At the start of your turn, if you have 1 or more ""Quan"" Bond cards, you may choose 1 non-Main Character enemy in the Back Line, and move them.","Thracian-besting Lance |ACT| [Once per Turn] [Flip 1 <Lance> Bond face-down] Choose up to 1 non-Main Character <Dragon> enemy, and destroy them.",-,-
"Quan, Prince of Leonster",B06,B06-007HN_SAMPLE.png,Yellow,HN,1,Lance Knight,Male/Lance/Beast,1,40,10,"Leonster's Tactics |AUTO| [Once per Turn] When an ally is attacked by an enemy in the Back Line, until the end of this combat, that ally gains +40 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Quan, Prince of Leonster+",B06,B06-007STplus_SAMPLE.png,Yellow,ST+,1,Lance Knight,Male/Lance/Beast,1,40,10,"Leonster's Tactics |AUTO| [Once per Turn] When an ally is attacked by an enemy in the Back Line, until the end of this combat, that ally gains +40 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Eldigan, Lionheart",B06,B06-008R_SAMPLE.png,Yellow,R,4(3),Paladin,Male/Sword/Beast,1,70,10,"Demon Blade, Mystletainn |ACT| [Once per Turn] [Flip 1 Bond face-down] Choose 1 ""Eldigan"" card from your hand, and place it in the Bond Area.","Hezul's Blessing |CONT| If you have 1 or more ""Eldigan"" Bond cards, enemies in the Back Line cannot perform a Critical Hit.",-,-
"Eldigan, Lionheart+",B06,B06-008Rplus_SAMPLE.png,Yellow,R+,4(3),Paladin,Male/Sword/Beast,1,70,10,"Demon Blade, Mystletainn |ACT| [Once per Turn] [Flip 1 Bond face-down] Choose 1 ""Eldigan"" card from your hand, and place it in the Bond Area.","Hezul's Blessing |CONT| If you have 1 or more ""Eldigan"" Bond cards, enemies in the Back Line cannot perform a Critical Hit.",-,-
"Eldigan, Prince of Nordion",B06,B06-009HN_SAMPLE.png,Yellow,HN,1,Cavalier,Male/Sword/Beast,1,40,10,"Nordion's Command |ACT| [Once per Turn] [Send 1 card from your hand to the Retreat Area] Until the end of the turn, this unit gains +20 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Eldigan, Prince of Nordion+",B06,B06-009STplus_SAMPLE.png,Yellow,ST+,1,Cavalier,Male/Sword/Beast,1,40,10,"Nordion's Command |ACT| [Once per Turn] [Send 1 card from your hand to the Retreat Area] Until the end of the turn, this unit gains +20 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Ethlyn, Resolute Knightess",B06,B06-010R_SAMPLE.png,Yellow,R,3(2),Paladin,Female/Sword/Beast,1,60,10,"Unbreakable Spirit |AUTO| When this unit's attack destroys an enemy, you may choose 1 of your face-down Bond Cards, and flip it face-up.","[CCS] Light Brand |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack, acquires <Tome> and range 1-2.",-,-
"Ethlyn, Resolute Knightess+",B06,B06-010Rplus_SAMPLE.png,Yellow,R+,3(2),Paladin,Female/Sword/Beast,1,60,10,"Unbreakable Spirit |AUTO| When this unit's attack destroys an enemy, you may choose 1 of your face-down Bond Cards, and flip it face-up.","[CCS] Light Brand |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack, acquires <Tome> and range 1-2.",-,-
"Ethlyn, Spirited Princess",B06,B06-011N_SAMPLE.png,Yellow,N,1,Troubadour,Female/Staff/Beast,-,20,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Ethlyn"" card from your Retreat Area, and add it to your hand.","Slim Sword |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack, acquires <Sword>, and range 1.",-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Finn, Devoted Blue Lance",B06,B06-012R_SAMPLE.png,Yellow,R,3(2),Duke Knight,Male/Lance/Beast,1,60,10,"[BS] Graceful Lance |ACT| [Flip this card face down] Choose up to 2 <Lance> allies. Until the end of the turn, those allies gain +20 attack.","Lancer's Pride |CONT| If the card supporting this unit is a <Lance>, this unit gains +10 attack.",-,-
"Finn, Devoted Blue Lance+",B06,B06-012Rplus_SAMPLE.png,Yellow,R+,3(2),Duke Knight,Male/Lance/Beast,1,60,10,"[BS] Graceful Lance |ACT| [Flip this card face down] Choose up to 2 <Lance> allies. Until the end of the turn, those allies gain +20 attack.","Lancer's Pride |CONT| If the card supporting this unit is a <Lance>, this unit gains +10 attack.",-,-
"Finn, Knight-in-Training",B06,B06-013N_SAMPLE.png,Yellow,N,1,Lance Knight,Male/Lance/Beast,1,40,10,"Leonster's Loyalty |CONT| If this unit is being supported by ""Quan"", ""Ethlyn"" or ""Leif"", this unit gains +10 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Noish, Red Blade of Grim Resolve",B06,B06-014HN_SAMPLE.png,Yellow,HN,3(2),Paladin,Male/Sword/Beast,1,60,10,"Red & Green Assault |AUTO| During your turn, If this unit is supported by ""Alec"", you may move 1 enemy in the Back Line.","Grunritter Ties |CONT| If this unit is supported by ""Alec"", this unit gains +30 attack.",-,-
"Noish, Red Chivalry",B06,B06-015N_SAMPLE.png,Yellow,N,1,Cavalier,Male/Sword/Beast,1,40,10,"Grunritter Ties |CONT| If this unit is supported by ""Alec"", this unit gains +30 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Alec, Green Blade of Self-Protection",B06,B06-016HN_SAMPLE.png,Yellow,HN,3(2),Paladin,Male/Sword/Beast,1,60,10,"Red & Green Cover |AUTO| During your opponent's turn, If this card is supported by ""Noish"", your opponent cannot perform a Critical Hit.","Grunritter Ties |CONT| If this unit is supported by ""Noish"", this unit gains +30 Attack.",-,-
"Alec, Sharp-Tongued Green Knight",B06,B06-017N_SAMPLE.png,Yellow,N,1,Cavalier,Male/Sword/Beast,1,40,10,"Grunritter Ties |CONT| If this unit is supported by ""Noish"", this unit gains +30 Attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Azel, Shining Flame of Kindness",B06,B06-018HN_SAMPLE.png,Yellow,HN,3(2),Mage Knight,Male/Tome/Beast,1-2,50,20,Plains Galloper |ACT| [Once per Turn] Move this unit. This skill can only be used if this unit is untapped.,"Canto |AUTO| At the end of this unit's attack, you may move them..",-,-
"Azel, Lordling of Veltomer",B06,B06-019N_SAMPLE.png,Yellow,N,1,Mage,Male/Tome,1-2,30,20,"[BS] Wisdom of the Flame |ACT| [Flip this card face-down] Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.",-,-,"|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card in your hand, and send it to the Retreat Area."
"Midir, Pining Bow",B06,B06-020N_SAMPLE.png,Yellow,N,2,Bow Knight,Male/Bow/Beast,2,40,20,"Arrowguard |CONT| During your opponent's turn, if there are 3 or more enemies, this unit gains +20 attack.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,-
"Aideen, Radiant Saint",B06,B06-021HN_SAMPLE.png,Yellow,HN,3(2),High Priest,Female/Tome,1-2,50,20,"Saint's Sorcery |ACT| [Tap this unit, Flip 3 Bonds face-down] Choose 1 of your Bond cards, and add to your hand. Choose 1 card from your Retreat Area, and play it in the Bond Area.",-,-,-
"Aideen, Lady of Jungby",B06,B06-022N_SAMPLE.png,Yellow,N,1,Priest,Female/Staff,-,20,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Aideen"" card from your Retreat Area, and add it to your hand.","Beautiful Princess |CONT| During your turn, allied ""Azel"", ""Midir"", and ""Jamke"" gain +10 attack.",-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Dew, Spirit of a Young Thief",B06,B06-023N_SAMPLE.png,Yellow,N,1,Thief,Male/Sword,1,30,10,"Steal |AUTO| When this unit's attack destroys an enemy, your opponent chooses 1 card in their hand, and sends it to the Retreat Area.",-,-,|ATK SUPP| Thief Emblem: Reveal the topmost card of your opponent’s deck. You may send that card to the Retreat Area.
"Ayra, Astra's Wielder",B06,B06-024SR_SAMPLE.png,Yellow,SR,4(3),Swordmaster,Female/Sword,1,70,10,"Astra |AUTO| [Flip 1 ""Ayra"" Bond card face-down] When this unit's attack is evaded, you may pay the cost and if you do: Untap this unit.","Shredder |AUTO| When this unit's attack destroys an enemy, reveal the top 5 cards of your Deck. For every ""Ayra"" among the revealed cards, choose 1 non-Main Character enemy, and destroy them. Afterwards, send all the revealed cards to the Retreat.",-,-
"Ayra, Fierce Lady of the Blades",B06,B06-025N_SAMPLE.png,Yellow,N,2,Myrmidon,Female/Sword,1,50,10,"[BS] Odo's Technique |ACT| [Flip this card face down] Choose 1 <Sword> ally. Until the end of the turn, that ally's attacks cannot be evaded by non-Main Character enemies.",-,-,-
"Ayra, Princess of Isaach",B06,B06-026HN_SAMPLE.png,Yellow,HN,1,Myrmidon,Female/Sword,1,40,10,"Pulsing Edge |AUTO| Each time this unit is untapped, until the end of the turn, this unit gains +20 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Jamke, Courageous Rebel Bow",B06,B06-027HN_SAMPLE.png,Yellow,HN,4(3),Sniper,Male/Bow,2,60,20,"Adept |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 <Flier> enemy with a Deployment Cost of 2 or lower, and destroy them.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,-
"Jamke, Prince of Verdane",B06,B06-028N_SAMPLE.png,Yellow,N,2,Archer,Male/Bow,2,40,20,"Killer Bow |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit's attacks cannot be evaded by non-Main Character enemies.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,-
"Chulainn, Wielder of Luna",B06,B06-029HN_SAMPLE.png,Yellow,HN,3(2),Hero,Male/Sword,1,60,10,"Luna |AUTO| [Flip 2 Bonds face-down] When this unit attacks the enemy Main Character, you may pay the cost and if you do: Choose 1 enemy with a Deployment Cost of 3 or lower, and destroy them.","Solo-Sword King |CONT| If this is the only unit in the Front Line, this unit gains +10 Attack.",-,-
"Chulainn, Indomitable Gladiator",B06,B06-030N_SAMPLE.png,Yellow,N,1,Myrmidon,Male/Sword,1,40,10,"Prideful Militant |CONT| If this unit is in combat with your opponent's Main Character, this unit gains +10 attack.",A Rival to Defeat |CONT| This unit can only attack the enemy Main Character.,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Lachesis, Little Sister of the Lionheart",B06,B06-031R_SAMPLE.png,Yellow,R,3(2),Master Knight,Female/Sword/Beast,1,60,20,"Earth Sword |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome>, and range 1-2.","Glimmering Blade |AUTO| If this unit activated ""Earth Sword"" and defeated an enemy, until the end of your opponent's next turn, this unit gains +20 attack.",-,-
"Lachesis, Little Sister of the Lionheart+",B06,B06-031Rplus_SAMPLE.png,Yellow,R+,3(2),Master Knight,Female/Sword/Beast,1,60,20,"Earth Sword |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome>, and range 1-2.","Glimmering Blade |AUTO| If this unit activated ""Earth Sword"" and defeated an enemy, until the end of your opponent's next turn, this unit gains +20 attack.",-,-
"Lachesis, Princess of Nodion",B06,B06-032HN_SAMPLE.png,Yellow,HN,1,Princess,Female/Sword,1,40,20,"Princess and Knight |CONT| During your turn, if you have 3 or more <Beast> allies, all <Beast> allies gain +10 attack.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Lewyn, Guiding Breeze",B06,B06-033SR_SAMPLE.png,Yellow,SR,4(3),Sage,Male/Tome,1-2,60,20,"[CCS] Wind Magic: Forseti |CONT| During your turn, all allies gain <Flier>. ([CCS] only comes into effect if this unit has Class Changed.)","Heavenly Child |CONT| All <Flier> allies acquire the following skill: (Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.)","Prince of Silesse |CONT| During your turn, for every other <Flier> ally, this unit gains +10 attack.",-
